Id,Label,timeset,Clustering Coefficient,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,indegree,outdegree,Degree,componentnumber,modularity_class
Nangloi Metro Station,,,0.333333,15,0.136154,0.14749,2367.448744,1,2,3,0,11
Kamruddin Nagar,,,0.2,14,0.154101,0.168838,3649.100207,4,3,7,0,17
Rajdhani Park,,,0,15,0.133813,0.143379,151.145746,1,1,2,0,17
Mundka Xing,,,1,15,0.122505,0.129987,0,1,1,2,0,17
Mundka Village,,,0.666667,14,0.134851,0.144764,403.994089,2,1,3,0,17
Shiv Shankar Dharam Kanta,,,0,14,0.1332,0.142633,14812.147563,1,1,2,0,17
Hiran Kudna Crossing,,,0,15,0.117736,0.124987,12980.31423,1,2,3,0,17
Ghevra Crossing (Kanjhawala Road),,,0,16,0.105652,0.111066,1100.435292,1,1,2,0,17
FCI Ghevra,,,0,17,0.096684,0.101824,927.228964,2,2,4,0,17
Ghevra Village,,,0,18,0.096124,0.101078,680.055858,2,2,4,0,17
Sir Chhotu Ram Polytechnic,,,0,17,0.104295,0.110033,1957.713669,2,3,5,0,19
Kanjhawala Haryana Shakti C-School,,,0.333333,16,0.115888,0.122903,3679.349525,1,2,3,0,19
Dayalpur,,,0,15,0.131393,0.141453,1886.316534,1,1,2,0,6
Karawal Nagar,,,0,15,0.126127,0.135269,3960.88306,2,2,4,0,6
CRPF Camp Pushta Road,,,0,15,0.142267,0.15383,2265.600356,2,1,3,0,6
Karawal Nagar Pusta,,,0,16,0.124556,0.131785,0,1,0,1,0,6
Hindu Rao Hospital,,,0,14,0.163675,0.178071,0,1,0,1,0,0
Mangol Puri D-Block,,,0.166667,15,0.146135,0.160508,1203.844838,2,2,4,0,7
Mangol Puri Q-Block,,,0.133333,14,0.157148,0.173429,3035.033836,4,2,6,0,7
Tilak Nagar,,,0.054945,13,0.187519,0.213416,75264.062899,9,11,20,0,9
Raja Garden,,,0.036765,13,0.192567,0.220245,83197.515676,14,11,25,0,2
Roop Nagar / Kamla Nagar,,,0,15,0.136504,0.149028,1149.476287,2,1,3,0,5
PS Roop Nagar,,,0,14,0.148943,0.161593,467.739699,1,1,2,0,5
Doulat Ram College,,,0,14,0.148919,0.161504,1022.725855,1,1,2,0,5
Shri Ram College,,,0,15,0.131859,0.141099,2.833333,1,1,2,0,5
Gagan Cinema Wazirabad Road,,,0,17,0.116061,0.123918,1.083333,1,1,2,0,6
New Moti Bagh B Block,,,1,14,0.167825,0.184545,0,1,1,2,0,7
Yamuna Vihar Block C-1,,,1,16,0.12949,0.139192,0,1,1,2,0,6
Welcome Colony,,,0,16,0.121991,0.130119,120.806607,1,1,2,0,8
Seelam Pur Metro Mall,,,0,15,0.1294,0.137651,596.611911,1,1,2,0,8
Dharam Pura,,,0,14,0.159328,0.171579,586.030431,1,1,2,0,0
Mukherji Park,,,0.072727,14,0.183667,0.206573,27799.302785,5,8,13,0,9
Janakpuri District Center,,,0.142857,13,0.184359,0.206231,26166.714062,6,6,12,0,16
Shastri Park Metro Depot,,,0,14,0.159015,0.172401,79.960029,1,1,2,0,16
Hastsal Bridge LIG Flats,,,0,13,0.183035,0.20165,11108.663974,3,2,5,0,0
Avtar Enclave,,,1,17,0.110405,0.116263,0,1,1,2,0,11
Nangloi JJ Colony,,,0.666667,14,0.148586,0.161738,218.897813,2,2,4,0,17
Mundka,,,0.133333,14,0.153112,0.16717,6173.785031,6,3,9,0,17
Savda Ghevra Village,,,0.133333,14,0.161979,0.178591,13514.638008,5,5,10,0,17
Savda Ghevra JJ Colony,,,1,14,0.144533,0.155132,0,2,1,3,0,17
Shadhara Bordar Road No 62,,,1,14,0.145722,0.15718,0,1,1,2,0,11
Rohini Sector 20/21 Pocket-9,,,0,14,0.143331,0.153834,356.62261,1,1,2,0,7
Rohini Sector 22 Terminal / Begumpur,,,0,14,0.148562,0.161525,3408.126845,1,2,3,0,7
Johri Pur Village,,,0,16,0.112008,0.11787,0,1,0,1,0,6
Shastri Park Pusta Road,,,0,14,0.159561,0.171897,569.793667,1,1,2,0,6
Zero Pusta,,,0,15,0.14289,0.152312,23.75,1,1,2,0,6
Pusta No-2,,,0,15,0.142868,0.152222,1589.502512,1,1,2,0,6
Jagjit Nagar,,,0,16,0.126608,0.13367,1,1,1,2,0,6
Kartar Nagar,,,0,15,0.130572,0.139182,268.497488,1,1,2,0,6
Garhi Maidu,,,1,15,0.133209,0.142226,0,1,1,2,0,6
Yamuna Vihar Terminal,,,0,16,0.129472,0.138833,0,1,0,1,0,6
Govt. Model School,,,0,14,0.140856,0.152761,9947.20652,3,3,6,0,6
Sabha Pur Village,,,0,16,0.112008,0.11787,0,1,0,1,0,6
Pusta No 1 Sonia Vihar,,,0,13,0.158825,0.171725,3661.21325,1,1,2,0,19
Palam Airport,,,0.142857,12,0.185185,0.207541,54455.973717,5,5,10,0,18
Pusta No 3 Sonia Vihar,,,0,13,0.157948,0.170804,1571.785659,1,1,2,0,2
Gatta Factory Sonia Vihar,,,0,14,0.148752,0.158942,885.84345,1,1,2,0,2
Mandir Marg X-ing,,,0,13,0.159904,0.174062,5412.895126,2,2,4,0,2
Pusta No 5 Sonia Vihar,,,0,14,0.138228,0.147147,2222.625018,1,1,2,0,6
Check Post,,,0,15,0.123777,0.130308,755.173391,1,1,2,0,6
Annpurna Mandir,,,0,16,0.120873,0.127051,484.820131,1,1,2,0,6
Sabhapur More,,,0,15,0.131542,0.139226,1630.398058,1,1,2,0,6
Chauhan Patti,,,0,14,0.150473,0.162305,6640.309816,3,2,5,0,6
Sonia Vihar E-Block,,,0,14,0.148018,0.159275,1682.638066,2,2,4,0,6
Mukherjee Nagar Bandh,,,0,14,0.152835,0.166633,0,1,1,2,0,5
Lodhi Colony,,,0.095238,14,0.169029,0.192276,13002.218574,10,9,19,0,14
Sewa Nagar Railway X-ing,,,0,15,0.144601,0.157017,0,1,0,1,0,14
Majnu Ka Tilla,,,0.266667,13,0.184359,0.206278,15179.981653,4,3,7,0,6
Sarai Kale Khan ISBT,,,0.133333,13,0.172718,0.193874,12045.726591,7,8,15,0,8
Indraprastha Park,,,1,14,0.148467,0.16114,0,1,1,2,0,8
Nizamuddin Road Bridge,,,0.190476,13,0.164864,0.184062,5879.842138,4,3,7,0,8
Railway Bridge Road,,,0.142857,14,0.168707,0.188112,6907.540251,4,4,8,0,8
Pragati Power Station,,,0,15,0.144432,0.155935,2146.129043,1,1,2,0,8
IP Depot Metro Station,,,0,16,0.126307,0.134239,307.395734,1,1,2,0,8
IP Power Station / ITO Ring Road,,,0,16,0.122805,0.130212,18.266692,1,1,2,0,8
IG Stadium,,,0,15,0.138413,0.148873,1587.446203,1,2,3,0,8
Gandhi Darshan,,,0,14,0.153897,0.167255,1960.425276,1,2,3,0,8
Ambedkar Stadium Terminal,,,0.2,13,0.180653,0.202392,6922.617906,2,4,6,0,2
I.T.O. (AGCR),,,0.25,13,0.186972,0.211602,13523.045843,7,7,14,0,8
DTC Rajghat Depot,,,0,14,0.154063,0.168667,2502.186464,2,1,3,0,8
Rajghat Cluster Depot,,,0,15,0.138341,0.148201,23.849087,2,0,2,0,8
Kalyan Vihar,,,0.333333,14,0.154742,0.17058,1543.927503,0,3,3,0,0
Nanak Piyau / DTC Colony,,,1,15,0.139902,0.151972,0,1,1,2,0,0
Gur Mandi,,,0,15,0.135757,0.147427,827.703115,2,2,4,0,0
Roop Nagar / Shakti Nagar,,,0,16,0.120638,0.129521,3.333333,1,1,2,0,0
Kirodi Mal College,,,0.166667,14,0.149003,0.162355,1533.09251,3,2,5,0,5
Hansraj College,,,0,15,0.1457,0.15801,1296.543897,1,2,3,0,5
Johri Pur X-ing,,,0,14,0.15625,0.171489,10679.73357,1,1,2,0,0
Indira Puri Loni Border,,,0,14,0.154229,0.167146,1739.812288,2,0,2,0,0
Geeta Colony Road Crossing,,,0,14,0.159287,0.173283,450.198003,2,2,4,0,8
Gandhi Nagar Pusta,,,0.166667,14,0.163877,0.179781,2990.12603,3,3,6,0,8
Durga Puri Chowk,,,0,15,0.139755,0.150122,572.301061,1,1,2,0,0
Loni Road X-ing,,,0,15,0.138496,0.147954,437.72743,1,1,2,0,0
Ashram,,,0.111111,12,0.186391,0.212703,36669.205674,15,11,26,0,12
Holy Family Hospital,,,0.107143,13,0.1784,0.200054,38643.657878,5,7,12,0,12
Okhla,,,0,14,0.151565,0.164326,11111.5,2,2,4,0,12
Okhla Extn. / Abul Fazal Enclave,,,0,15,0.131728,0.140234,7410.5,3,1,4,0,12
Jantar Mantar,,,0.3,13,0.181446,0.202359,884.126248,4,3,7,0,2
Shakar Pur,,,0.133333,13,0.165879,0.18697,15928.879249,6,9,15,0,8
Dilshad Garden A/D Block,,,0,15,0.138754,0.150291,186.268293,1,1,2,0,6
Yojana Vihar,,,0.2,13,0.157095,0.172713,5742.178243,4,3,7,0,8
Police Post Dilshad Garden,,,1,14,0.145086,0.15686,0,1,1,2,0,8
Khureji,,,1,14,0.147303,0.160133,0,2,2,4,0,8
Jheel,,,0.133333,13,0.160234,0.175976,5433.276965,4,4,8,0,8
Nehru Place Terminal,,,0.155556,12,0.184909,0.206459,21070.943038,8,8,16,0,13
Modi Flour Mills,,,0.238095,13,0.174451,0.19458,10300.565326,3,5,8,0,12
Sarai Kale Khan,,,0.3,13,0.174582,0.194084,8247.603211,4,4,8,0,8
Road Bridge East,,,0.266667,13,0.171713,0.189236,2378.635639,5,4,9,0,8
Pusta X-ing (N.H. 24),,,0.109091,12,0.180058,0.20134,27613.090914,8,4,12,0,8
Patparganj,,,1,13,0.154101,0.166987,0,1,1,2,0,8
I.T.O. / Delhi Gate,,,0,13,0.172862,0.1921,1191.023327,2,2,4,0,8
Trilok Puri 31/27-Block,,,1,14,0.14364,0.154847,0,2,0,2,0,8
Mayur Vihar Ph-II,,,0,14,0.143629,0.154578,0,1,1,2,0,8
Rajghat Gandhi Darshan,,,0,14,0.153074,0.165557,938.306846,1,1,2,0,8
Toda Pur,,,0.166667,13,0.166398,0.184374,9988.042514,2,3,5,0,2
Rajendra Nagar R-Block,,,0.072727,13,0.171587,0.193954,19583.556152,8,7,15,0,2
Kishan Ganj,,,0.133333,13,0.181747,0.203168,32986.990274,4,4,8,0,8
Vivek Vihar,,,0.333333,14,0.146607,0.1588,287.872398,1,2,3,0,8
Shivaji Stadium / Sucheta Kriplani Hospital,,,0.111111,13,0.179641,0.202661,11481.920394,6,5,11,0,2
Panchkuian Road,,,0,14,0.157801,0.173396,5122.686723,2,4,6,0,2
Sadhu Vasvani Marg / Gurudwara Road,,,0,13,0.166339,0.184544,2161.898274,3,2,5,0,2
Government Press Kali Mandir,,,0.2,13,0.171634,0.191865,1881.101755,3,3,6,0,8
Kanti Nagar,,,0,14,0.141887,0.153858,1106.143583,2,1,3,0,8
Shahadra Terminal,,,0,14,0.143729,0.158402,4396.225545,3,3,6,0,8
N.H. 8 X-ing,,,0.038462,11,0.188967,0.214682,98824.155666,7,10,17,0,18
Mayur Vihar Ph-III More,,,0,14,0.138167,0.148686,1957.855383,2,3,5,0,8
Noida Sector 12 A-Block,,,0,15,0.126453,0.134086,744.423962,2,2,4,0,9
Noida Sector 56,,,0,15,0.127861,0.135918,871.518552,2,2,4,0,9
Noida Sector 12 Chora More,,,0,15,0.142715,0.154412,7372.989535,2,3,5,0,9
Noida Sector 10-21,,,0,16,0.126376,0.136198,4066.161354,3,3,6,0,9
Noida Sector 19 Telephone Exchange,,,0.133333,15,0.123926,0.133706,1879.222286,5,3,8,0,9
Rajni Gandha Chowk,,,0.5,15,0.132037,0.141351,2678.314946,2,2,4,0,9
Noida Sector 18 Metro Station / Atta Chowk,,,0.166667,15,0.123179,0.131758,867.056618,3,2,5,0,9
Botanical Garden Metro Station,,,0,15,0.128595,0.139125,4754.543721,2,3,5,0,9
Shashi Chowk / Sector 36/37 Noida,,,0,15,0.134257,0.144691,3326.761076,1,2,3,0,9
Noida Sector 32,,,0,15,0.143519,0.154438,1326.986063,2,0,2,0,9
Vasant Kunj Sector A,,,0.333333,14,0.139211,0.150147,3016.564904,2,3,5,0,13
Vasant Kunj B-3,,,0,15,0.139913,0.15033,4676.618034,3,2,5,0,13
Manav Sthali School,,,0.333333,15,0.147327,0.158727,3837.951401,2,3,5,0,7
Vasant Vihar Depot,,,0.238095,13,0.167704,0.185727,14181.057898,5,4,9,0,10
R.K. Puram Sector 1,,,0.071895,13,0.180407,0.206559,44177.925012,13,14,27,0,10
Safdarjung Hospital,,,0.158333,13,0.182014,0.209391,27970.912018,13,10,23,0,14
Safdarjung Airport,,,0.076923,13,0.179485,0.20556,28109.22444,10,8,18,0,14
Krishna Nagar,,,0,14,0.138115,0.147306,0,1,0,1,0,8
Ridge Road,,,0.142857,12,0.178161,0.19763,8067.791452,5,4,9,0,2
Ambedkar Stadium,,,0.066667,13,0.178812,0.199763,2291.02099,4,3,7,0,2
Hauz Khas Terminal,,,0.333333,13,0.164137,0.183261,3209.673767,3,3,6,0,13
Sonia Vihar F-Block,,,0,14,0.148018,0.159275,1682.638066,1,1,2,0,6
Hardev Puri,,,0,15,0.128214,0.13798,422.424713,1,1,2,0,6
Swami Dayanand Hospital,,,0,15,0.135786,0.147268,306.844919,1,1,2,0,6
Shahadara Border Road No 62,,,0.333333,13,0.1518,0.164936,864.467322,1,2,3,0,11
Mehrauli Terminal,,,0.333333,14,0.148919,0.163324,7039.597908,4,3,7,0,13
Lado Sarai,,,0.133333,15,0.150974,0.16667,9076.467097,4,4,8,0,13
Said-Ul-Azaib,,,0.2,14,0.144702,0.159848,5953.518929,3,3,6,0,13
Ambedkar Nagar Depot,,,0.333333,14,0.1518,0.167107,2939.848757,3,3,6,0,13
Hamdard Nagar,,,0.060606,13,0.171286,0.191787,33388.49263,9,6,15,0,13
Tughlakabad Fort,,,0,13,0.165377,0.180887,5589.294636,1,1,2,0,13
Botanical Garden Metro Station / Sec-16A,,,0,15,0.124824,0.13379,597.426278,1,1,2,0,9
Noida Sector 23 Chowk,,,0.035714,14,0.165319,0.183081,33765.192508,3,5,8,0,9
Chander Nagar,,,0,14,0.142934,0.155523,404.815578,1,1,2,0,8
Pragati Maidan,,,0.166667,13,0.190009,0.214173,24036.502978,4,6,10,0,8
Mayur Vihar Ph-I X-ing,,,0,13,0.153554,0.166252,6594.635524,1,2,3,0,8
Hindon Regulator,,,0,14,0.137107,0.146707,2879.886981,1,2,3,0,8
Noida Sector 15 Metro Station,,,0,15,0.122756,0.130454,1627.111262,2,1,3,0,8
Noida Sector 3 / Naya Bans,,,0.333333,16,0.116578,0.12447,980.531695,1,2,3,0,8
Harola Village / Rajni Gandha Chowk,,,0.166667,16,0.116185,0.124528,466.056487,1,3,4,0,8
Noida Sector 32 Terminal,,,0,15,0.145997,0.15741,1753.396815,1,1,2,0,9
Hindon Regulator (Border),,,0,14,0.134296,0.142677,1246.696503,1,1,2,0,8
Atta Chowk,,,0,16,0.114426,0.121755,212.360088,1,1,2,0,9
Shashi Chowk / Sadar Pur More,,,0,16,0.118411,0.126292,140.61539,1,1,2,0,9
Noida Sector 47,,,0,17,0.098889,0.103041,0,1,0,1,0,9
City Centre Sector 32,,,0,15,0.142289,0.153922,3597.542671,1,1,2,0,9
Noida Sector 71 More,,,0,15,0.142737,0.154189,3664.674994,1,1,2,0,11
Mamura West Corner,,,0,14,0.137584,0.146965,5942.303293,2,1,3,0,11
Neelkanth Apartments Sector 62,,,0,15,0.12164,0.128325,3347.000955,1,1,2,0,11
Noida Sector 62 (Electronic City),,,0,16,0.111517,0.117227,2523.97587,2,1,3,0,11
APS Colony,,,0.045455,12,0.19122,0.218492,72285.050138,10,10,20,0,18
Naya Bans,,,0.166667,15,0.133276,0.142939,3042.91086,2,2,4,0,16
Noida Sector 27,,,0,16,0.12042,0.127567,554.306385,1,1,2,0,11
Noida O-Block,,,0,15,0.123252,0.130798,680.7831,1,1,2,0,11
Jhund Pura,,,0,14,0.137645,0.148484,8149.235567,2,2,4,0,11
Vasundhara Enclave,,,0,15,0.120999,0.127771,0,1,0,1,0,11
Mool Chand Khairati Ram Hospital (MCKR Hospital),,,0.388889,13,0.190301,0.213883,19989.88398,7,8,15,0,14
Pant Nagar,,,0.166667,13,0.187217,0.21014,11874.546769,6,5,11,0,14
Sunder Nagar,,,0.088889,13,0.187651,0.21057,44409.0427,5,8,13,0,0
Babarpur,,,0,14,0.147865,0.16045,1487.741916,1,1,2,0,6
Defence Colony,,,0.088889,14,0.172975,0.194922,9185.178455,6,9,15,0,14
Arya Samaj Road / Gurudwara Road,,,0.190476,13,0.170361,0.191304,4866.990512,4,3,7,0,2
Vinod Nagar,,,0.142857,12,0.179988,0.201368,34489.411461,4,3,7,0,8
Maya Puri Chowk,,,0.166667,14,0.165304,0.181689,3000.974697,4,3,7,0,10
Naraina Village,,,0.3,14,0.158056,0.174438,5544.769042,4,4,8,0,10
Barar Square,,,0.190476,14,0.155375,0.171222,6717.176052,3,6,9,0,10
R.R. Lines,,,0.088889,14,0.156711,0.174879,13495.432486,10,7,17,0,10
Dhaula Kuan,,,0.032967,14,0.164209,0.186375,26679.231574,11,8,19,0,10
Moti Bagh,,,0.05,14,0.163058,0.187107,25832.363826,11,11,22,0,10
Narouji Nagar,,,0.214286,13,0.166413,0.188442,8520.214714,6,6,12,0,10
A.I.I.M.S.,,,0.153846,13,0.179675,0.205829,16324.575017,11,7,18,0,14
Andrews Ganj,,,0.088235,12,0.202372,0.23505,108874.71587,12,12,24,0,14
Lajpat Nagar,,,0.142857,12,0.19693,0.224592,73635.357428,9,14,23,0,14
Maharani Bagh,,,0.141026,13,0.193851,0.220437,85560.012651,8,12,20,0,14
DND Toll Bridge Plaza,,,0,13,0.173459,0.1911,13375.786081,2,1,3,0,9
B.H.E.L. Sector-16 A,,,0.333333,14,0.148586,0.160165,7025.97967,1,2,3,0,9
Harola Village / Sector 27,,,0.666667,15,0.131588,0.140438,1163.060322,2,1,3,0,9
Kanchen Junga Apartments,,,0,14,0.147795,0.15888,2790.136803,1,1,2,0,11
U-Flex / Royal Tower,,,0,15,0.147971,0.159607,5922.900608,2,2,4,0,11
IGI Airport Terminal - II,,,1,14,0.135302,0.14461,0,2,1,3,0,18
Cargo Terminal,,,0.066667,14,0.140568,0.152131,8898.872414,4,4,8,0,18
Radisson Hotel,,,0.066667,13,0.155272,0.169494,8276.94854,4,4,8,0,18
Mahipal Pur,,,0.027778,12,0.173702,0.192616,34168.603972,8,6,14,0,18
Air Force H.Q.,,,0.333333,13,0.164122,0.181732,4070.638397,3,2,5,0,18
Jaipuria Mall (Indira Puram U.P.),,,0,17,0.100334,0.104194,0,1,0,1,0,11
New Kondli Chowk,,,0,14,0.137503,0.147498,38.97149,1,1,2,0,8
Baroda House,,,0.133333,14,0.171967,0.19404,5413.036237,8,8,16,0,14
Ishwar Nagar,,,0.2,13,0.172206,0.190827,6074.686409,3,2,5,0,12
Okhla Tank,,,0.065934,13,0.174927,0.197349,44931.935207,6,8,14,0,12
Madan Pur X-ing,,,0.107143,13,0.169353,0.187461,26753.545021,3,5,8,0,12
Minto Road Terminal,,,0,13,0.177854,0.196801,2257.881022,0,5,5,0,2
Super Bazar,,,0.111111,13,0.183233,0.205884,26302.345649,3,6,9,0,2
Claridges Hotel,,,0.333333,14,0.156803,0.174128,815.041566,2,2,4,0,14
Pirthvi Raj Road,,,0,15,0.138941,0.15178,102.623535,2,2,4,0,14
Max Mueller Marg,,,0.3,14,0.154703,0.171787,845.733847,3,2,5,0,14
Lodhi Garden / Mousam Bhawan,,,0,15,0.139107,0.150423,7.600763,1,1,2,0,14
SJ Madrasa,,,0,14,0.152272,0.166825,894.677553,2,1,3,0,14
I.N.A. Colony,,,0.190476,12,0.175125,0.196436,8434.483615,5,4,9,0,14
Kidwai Nagar,,,0.3,13,0.158231,0.174616,414.329608,2,4,6,0,14
AIIMS Ring Road,,,0.333333,14,0.154076,0.169195,4.840476,2,1,3,0,14
South Extension,,,0.4,13,0.170924,0.190184,831.69701,4,5,9,0,14
Gupta Market,,,0.5,13,0.181375,0.201497,1471.603225,5,3,8,0,14
Lajpat Nagar Ring Road,,,0.4,13,0.165569,0.181209,525.922341,2,4,6,0,14
PG DAV College / Sri Niwaspuri,,,0.666667,13,0.164587,0.179392,0.333333,2,1,3,0,14
Nehru Nagar,,,0.4,13,0.173832,0.1924,1327.307019,4,3,7,0,14
Mata Mandir New Friends Colony,,,0.3,13,0.167086,0.184545,4831.860813,2,4,6,0,12
Jamiya Millia College,,,0,14,0.151515,0.163895,7405.5,2,2,4,0,12
Ansari Health Care,,,0,15,0.131672,0.13992,5556,2,2,4,0,12
Batla House,,,0,16,0.116439,0.12251,3707.5,2,2,4,0,12
Okhla Village,,,0,17,0.104365,0.109182,1859.5,1,2,3,0,12
Nai Basti,,,0,18,0.094565,0.098639,12.5,1,1,2,0,12
Unani Hospital,,,0,18,0.094575,0.098747,14.5,1,1,2,0,12
Shaheen Bagh Thokar No 5,,,0.333333,17,0.104395,0.10963,1864.5,1,2,3,0,12
Shaheen Bagh Thokar No 6,,,1,17,0.104365,0.109182,0,1,1,2,0,12
Shaheen Bagh Thokar No 8 (A F Enclave ),,,0.333333,16,0.116483,0.123011,5562.5,2,1,3,0,12
Mausam Bhawan,,,1,14,0.158866,0.175482,0,1,1,2,0,14
Shaheed Park (Bhagat Singh Terminal),,,0,14,0.167311,0.184494,126.644057,1,1,2,0,0
ITO,,,0.166667,13,0.16229,0.177774,115.27388,3,3,6,0,0
Pragati Maidan Gate 5,,,0,14,0.160041,0.174301,264.5073,1,1,2,0,0
ITPO Gate No. 3,,,0,15,0.14947,0.162636,50.93681,2,2,4,0,0
National Stadium,,,0.142857,14,0.174993,0.197347,5488.205309,5,5,10,0,14
Zoo,,,0,14,0.163229,0.179819,1197.340108,3,3,6,0,0
Delhi Public School,,,0.333333,14,0.162261,0.177411,712.036497,2,3,5,0,0
Kushak Nallah Depot,,,0,14,0.158568,0.173832,1959.427171,2,1,3,0,14
18-Block Lodhi Colony,,,1,15,0.147222,0.161112,0,1,2,3,0,14
Amir Khusro Park / Oberoi Hotel,,,0.333333,14,0.149783,0.160865,42.60038,2,3,5,0,14
C.G.O. Complex,,,0.3,14,0.161655,0.176854,1222.201428,3,2,5,0,14
Kalka Ji Crossing,,,0,14,0.146954,0.157921,846.698888,1,1,2,0,12
Sukhdev Vihar Depot,,,0,15,0.13418,0.143023,1,1,1,2,0,12
CRRI,,,0,14,0.148931,0.161285,1011.301112,1,1,2,0,12
Harkesh Nagar,,,0,14,0.148919,0.161196,459.347905,1,1,2,0,12
Apollo Hospital,,,0,15,0.138806,0.147978,24.012844,1,1,2,0,12
Sarita Vihar,,,0.133333,14,0.161137,0.176458,5299.987999,3,4,7,0,12
Madan Pur Khadar X-ing,,,0.142857,14,0.153821,0.168814,4762.162346,2,5,7,0,12
Sarita Vihar D Block / Madanpur Khadar Village,,,0,15,0.133324,0.141981,0,1,0,1,0,12
Madan Pur Khadar,,,0,14,0.144928,0.155629,82.234621,2,0,2,0,12
Haldiram,,,0,14,0.145018,0.156328,217.747179,2,1,3,0,12
Onida Factory,,,0,15,0.131765,0.140232,577.706056,1,2,3,0,12
Badarpur Power House,,,0,14,0.145859,0.15681,1409.675002,2,2,4,0,12
Badarpur Village,,,0,14,0.139211,0.148424,1285.293944,2,1,3,0,12
Jaitpur Mor,,,0.5,13,0.161234,0.175518,2831.347267,3,1,4,0,12
NTPC,,,0,15,0.124682,0.131333,1.5,1,1,2,0,12
Raghubir Nagar F-Block,,,0.333333,14,0.161571,0.176537,1857,1,3,4,0,9
Raghubir Nagar Gurudwara,,,0.333333,14,0.161599,0.176896,2011.24951,3,3,6,0,9
Baba Ramdev Mandir,,,0,15,0.139138,0.148487,1,1,1,2,0,9
B-3 Andh Vidyalaya,,,0,15,0.139138,0.148487,1,1,1,2,0,9
Raghubir Nagar N-Block,,,0.333333,14,0.161571,0.176537,1857,2,1,3,0,9
Tagore Garden D Block,,,0,15,0.140866,0.150551,375.504727,1,1,2,0,9
Holy Child School,,,0,16,0.133707,0.142438,221.755216,1,1,2,0,9
Tagore Garden,,,0,15,0.154229,0.167858,2439.060528,4,2,6,0,9
Rajouri Garden Extn.,,,0,14,0.163833,0.178897,1022.158781,2,2,4,0,9
Bali Nagar,,,0,14,0.161571,0.176537,3041.679754,2,2,4,0,2
BasaiDarapur/RameshNagar,,,0,15,0.140792,0.151119,1.333333,1,1,2,0,2
Moti Nagar Market,,,1,15,0.147631,0.160108,0,2,2,4,0,2
Shadipur Metro Station,,,0.666667,14,0.149074,0.162391,526.828524,2,1,3,0,2
Rajender Nagar,,,0,13,0.158284,0.172096,786.457789,2,2,4,0,2
New Rajender Nagar,,,1,13,0.158204,0.171603,0,1,1,2,0,2
Talkatora Stadium,,,0,13,0.154485,0.167439,14.617374,2,2,4,0,2
Gurudwara Rakab Gunj,,,0.666667,13,0.171145,0.18623,0.333333,1,2,3,0,2
KrishiBhawan/RailBhawanMetroStation,,,0,15,0.141855,0.152421,32.352511,1,1,2,0,14
Humayun Road,,,0,15,0.152185,0.165703,117.401602,1,1,2,0,14
Rojdoot Hotel,,,0,14,0.139829,0.149943,0.583333,1,1,2,0,12
Mitha Pur,,,0.1,15,0.140536,0.151744,5574,2,3,5,0,12
Molar Bandh School,,,0,16,0.123228,0.130029,0,1,0,1,0,12
Khyala JJ Colony,,,0,15,0.157281,0.170558,64.870155,1,1,2,0,9
Subhash Nagar X-ing,,,0,14,0.170252,0.188023,10470.426862,3,3,6,0,9
Patiala House,,,0.3,14,0.171603,0.191887,726.794686,3,3,6,0,14
Jal Vihar Terminal,,,1,13,0.164558,0.179034,0,2,1,3,0,14
Khayala More/ Subhash Nagar Crossing,,,0,15,0.145494,0.15561,0,0,1,1,0,9
Tatarpur,,,0,15,0.145585,0.156372,21.745384,1,1,2,0,9
Jaipur House,,,0,15,0.150815,0.164119,749.054715,1,1,2,0,14
Bapa Nagar,,,0,15,0.14205,0.15418,279.578933,1,1,2,0,14
Golf Club,,,0.166667,14,0.160152,0.177643,9302.1535,3,3,6,0,10
Sri Niwaspuri / PG DAV College Lajpat Nagar,,,0.333333,14,0.148764,0.160299,2.166667,1,2,3,0,14
Delhi Jal Board Lajpat Nagar,,,1,13,0.164558,0.179034,0,1,1,2,0,14
Sri Niwas Puri Depot,,,0.142857,12,0.18912,0.214364,49555.902228,4,6,10,0,13
Punj Sons,,,0.133333,12,0.179641,0.201487,28777.450672,5,6,11,0,13
Kalka Ji DDA Flats,,,0.133333,13,0.159097,0.175324,10269.512827,6,3,9,0,13
Ambedkar Nagar Terminal,,,0.054545,13,0.164065,0.185726,27195.660109,6,10,16,0,13
Lajpat Nagar Crossing,,,0.333333,13,0.164689,0.179984,4068.592723,3,1,4,0,13
Garhi Village,,,0,14,0.141488,0.151032,1932.528763,1,1,2,0,13
B-Block East of Kailash,,,0,15,0.124365,0.131258,293.667359,1,1,2,0,13
C-Block East of Kailash,,,0,15,0.122344,0.129056,219.97193,1,1,2,0,13
SNPD,,,0,14,0.13788,0.147376,1785.314095,1,1,2,0,13
Laghu Udyog Sansthan (NSIC),,,0.266667,13,0.159821,0.175264,4225.774894,3,5,8,0,13
Kalka Ji,,,0.107143,12,0.166771,0.185763,6447.366419,4,5,9,0,13
Kalkaji Mandir (MaaAnandmayeeMarg),,,0.333333,13,0.156724,0.170478,1579.067051,3,1,4,0,13
Govind Puri Metro Station,,,0,13,0.151158,0.164048,2501.915655,1,2,3,0,13
Kalkaji Depot,,,0,13,0.173346,0.193942,20590.813302,4,6,10,0,13
C. Lal Chowk,,,0.1,13,0.165761,0.18175,8589.33916,2,3,5,0,13
Crown Plaza,,,0,14,0.142311,0.152452,1221.27666,2,2,4,0,13
